2013.61918  90.0
2013.62192  98.4
2013.62466  81.0
2013.62740 153.9
2013.63014  29.0
2013.63288  28.0
2013.63562  13.4
2013.63836  29.5
2013.64110  24.5
2013.64384  77.0
2013.64658  12.9
2013.64932  30.2
2013.65205  23.9
2013.65479  19.8
2013.65753  28.6
2013.66027  27.2
2013.66301  13.2
2013.66575  19.9
2013.66849  34.5
2013.67123  50.4
2013.67397  42.3
2013.67671  32.7
2013.67945  18.4
2013.68219  18.9
2013.68493 258.5
2013.68767  27.4
2013.69041  43.9
2013.69315  24.1
2013.69589  23.0
2013.69863  28.8
2013.70137  22.3
2013.70411  13.9
2013.70685  18.7
2013.70959  22.9
2013.71233  23.7
2013.71507  20.7
2013.71781  20.3
2013.72055  17.4
2013.72329   0.0
2013.72603  33.9
2013.72877  23.5
2013.73151  23.8
2013.73425  20.4
2013.73699  47.6
2013.73973   0.0
2013.74247   0.0
2013.74521   0.0
2013.74795   0.0
2013.75068   0.0
2013.75342  22.3
2013.75616  33.6
2013.75890  33.2
2013.76164  38.2
2013.76438  25.6
2013.76712   0.0
2013.76986   0.0
2013.77260   0.0
2013.77534   0.0
2013.77808   0.0
2013.78082   0.0
2013.78356   0.0
2013.78630  33.0
2013.78904  30.6
2013.79178  25.4
2013.79452 207.2
2013.79726   3.3
2013.80000 196.6
2013.80274  37.7
2013.80548  24.3
2013.80822  24.2
2013.81096  21.1
2013.81370   0.0
2013.81644   0.0
2013.81918 149.2
2013.82192  23.3
2013.82466  25.5
2013.82740  26.2
2013.83014  36.8
2013.83288  23.7
2013.83562  24.4
2013.83836  17.5
2013.84110  25.3
2013.84384  24.6
2013.84658  20.7
2013.84932  25.5
2013.85205  23.6
2013.85479  12.3
2013.85753  15.1
2013.86027  23.4
2013.86301  20.4
2013.86575  25.7
2013.86849  36.6
2013.87123  27.3
2013.87397  21.3
2013.87671  36.6
2013.87945  25.6
2013.88219  17.7
2013.88493  22.2
2013.88767  24.4
2013.89041  20.0
2013.89315  19.8
2013.89589  13.4
2013.89863  22.6
2013.90137  27.9
2013.90411  26.1
2013.90685  23.7
2013.90959  47.7
2013.91233  16.3
2013.91507  12.6
2013.91781  32.4
2013.92055  22.3
2013.92329  29.6
2013.92603  21.1
2013.92877  24.9
2013.93151  43.0
2013.93425  63.3
2013.93699  35.1
2013.93973  37.1
2013.94247  43.9
2013.94521  23.2
2013.94795  49.7
2013.95068  21.2
2013.95342 237.3
2013.95616  25.3
2013.95890  26.0
2013.96164  35.2
2013.96438  24.4
2013.96712  26.3
2013.96986  29.1
2013.97260  54.6
2013.97534  30.7
2013.97808  28.7
2013.98082  16.4
2013.98356 256.8
2013.98630  17.4
2013.98904  59.2
2013.99178  54.3
2013.99452  20.6
2013.99726  39.2
2014.00000  20.0
2014.00274  30.8
2014.00548  37.3
2014.00822  18.9
2014.01096  46.1
2014.01370  28.5
2014.01644  27.9
2014.01918  30.3
2014.02192  34.0
2014.02466  70.2
2014.02740  32.6
2014.03014  13.7
2014.03288  23.2
2014.03562  20.9
2014.03836  21.7
2014.04110  21.5
2014.04384  38.3
2014.04658  15.1
2014.04932  11.9
2014.05205  30.5
2014.05479  33.4
2014.05753  24.8
2014.06027  20.3
2014.06301  22.8
2014.06575  11.9
2014.06849  12.9
2014.07123  23.2
2014.07397  20.5
2014.07671  23.5
2014.07945  19.5
2014.08219  26.3
2014.08493  11.4
2014.08767  11.7
2014.09041  21.4
2014.09315  32.1
2014.09589  24.9
2014.09863  21.5
2014.10137  24.2
2014.10411  14.6
2014.10685 215.9
2014.10959 191.1
2014.11233  30.5
2014.11507  19.8
2014.11781  21.4
2014.12055  19.5
2014.12329  23.3
2014.12603  13.8
2014.12877  48.7
2014.13151  21.7
2014.13425  25.8
2014.13699  33.7
2014.13973  20.9
2014.14247  10.7
2014.14521  13.3
2014.14795  20.4
2014.15068  34.4
2014.15342  23.7
2014.15616  20.2
2014.15890  32.3
2014.16164  15.8
2014.16438 266.9
2014.16712  23.1
2014.16986  24.5
2014.17260  25.1
2014.17534  24.5
2014.17808  20.4
2014.18082  19.3
2014.18356  10.1
2014.18630  18.8
2014.18904  21.6
2014.19178  20.4
2014.19452  22.8
2014.19726  32.3
2014.20000  16.4
2014.20274  13.7
2014.20548  18.0
2014.20822  18.5
2014.21096  32.9
2014.21370  29.2
2014.21644  29.4
2014.21918  12.0
2014.22192  14.4
2014.22466  22.6
2014.22740  18.9
2014.23014  21.8
2014.23288  33.8
2014.23562  17.7
2014.23836  14.8
2014.24110  13.6
2014.24384  19.7
2014.24658  32.9
2014.24932  22.4
2014.25205  22.5
2014.25479  33.6
2014.25753  11.4
2014.26027  20.1
2014.26301  20.5
2014.26575  23.5
2014.26849  34.6
2014.27123  34.4
2014.27397  21.4
2014.27671  20.2
2014.27945   9.6
2014.28219  32.3
2014.28493  21.8
2014.28767  21.4
2014.29041  19.6
2014.29315  28.8
2014.29589  21.9
2014.29863  17.8
2014.30137  43.2
2014.30411  18.4
2014.30685  43.9
2014.30959  30.0
2014.31233  21.5
2014.31507  14.2
2014.31781  27.9
2014.32055  22.4
2014.32329  20.8
2014.32603  31.2
2014.32877   6.9
2014.33151  20.5
2014.33425  14.0
2014.33699  11.8
2014.33973  24.4
2014.34247  24.3
2014.34521  19.5
2014.34795  25.6
2014.35068  38.2
2014.35342  69.5
2014.35616   4.8
2014.35890   9.6
2014.36164  15.2
2014.36438  21.6
2014.36712  21.4
2014.36986  22.3
2014.37260  30.0
2014.37534   1.7
2014.37808  22.9
2014.38082  10.3
2014.38356   8.4
2014.38630  21.5
2014.38904  21.4
2014.39178   1.8
2014.39452   0.0
2014.39726  18.3
2014.40000  18.9
2014.40274  23.2
2014.40548  19.9
2014.40822  32.3
2014.41096   1.7
2014.41370   1.7
2014.41644  17.6
2014.41918  23.6
2014.42192  49.0
2014.42466  20.6
2014.42740  18.4
2014.43014  90.5
2014.43288  49.8
2014.43562  20.8
2014.43836   0.0
2014.44110   0.0
2014.44384   0.0
2014.44658   0.0
2014.44932   2.3
2014.45205   4.9
2014.45479   4.2
2014.45753   0.0
2014.46027   0.0
2014.46301   3.9
2014.46575   0.0
2014.46849   0.0
2014.47123   0.0
2014.47397  29.5
2014.47671  19.5
2014.47945  17.2
2014.48219  19.7
2014.48493  26.4
2014.48767   0.0
2014.49041   3.5
2014.49315  24.3
2014.49589  18.2
2014.49863  19.0
2014.50137  17.8
2014.50411  25.0
2014.50685   0.0
2014.50959   1.8
2014.51233  19.7
2014.51507  20.5
2014.51781  21.5
2014.52055  20.0
2014.52329  18.8
2014.52603   7.9
2014.52877   0.0
2014.53151  50.0
2014.53425  24.8
2014.53699  21.8
2014.53973  24.9
2014.54247   3.1
2014.54521  19.8
2014.54795 115.6
2014.55068  17.6
2014.55342  17.9
2014.55616  28.6
2014.55890  18.4
2014.56164  19.5
2014.56438  15.1
2014.56712  31.5
2014.56986  31.8
2014.57260  62.3
2014.57534  18.9
2014.57808  18.4
2014.58082  36.4
2014.58356   1.7
2014.58630   6.9
2014.58904  17.3
2014.59178  21.2
2014.59452  21.9
2014.59726  19.8
2014.60000  29.8
2014.60274 234.4
2014.60548   0.0
2014.60822  19.8
2014.61096  34.3
2014.61370  35.4
2014.61644  19.6
2014.61918  13.4
2014.62192  28.9
2014.62466  20.8
2014.62740  37.4
2014.63014  17.2
2014.63288  21.4
2014.63562  17.5
2014.63836  18.5
2014.64110  19.8
2014.64384  40.9
2014.64658  36.3
2014.64932  10.6
2014.65205   3.5
2014.65479  13.6
2014.65753  10.8
2014.66027  11.9
2014.66301  11.0
2014.66575  37.5
2014.66849  18.0
2014.67123  29.2
2014.67397  22.5
2014.67671  13.3
2014.67945  25.6
2014.68219  24.1
2014.68493  18.8
2014.68767  19.8
2014.69041  16.9
2014.69315  19.2
2014.69589  33.4
2014.69863  12.0
2014.70137 109.0
2014.70411   1.4
2014.70685  29.5
2014.70959  11.8
2014.71233   0.0
2014.71507   1.2
2014.71781   1.8
2014.72055   9.0
2014.72329  18.8
2014.72603  20.8
2014.72877  19.5
2014.73151  35.2
2014.73425  20.0
2014.73699  21.8
2014.73973 249.6
2014.74247  21.7
2014.74521  27.7
2014.74795  17.4
2014.75068  18.8
2014.75342  22.9
2014.75616   0.0
2014.75890  11.3
2014.76164  22.2
2014.76438  21.2
2014.76712  18.7
2014.76986  24.8
2014.77260  21.9
2014.77534 279.7
2014.77808  16.2
2014.78082  22.6
2014.78356  18.7
2014.78630  17.8
2014.78904  32.8
2014.79178  17.8
2014.79452  23.5
2014.79726   5.8
2014.80000  19.1
2014.80274  31.6
2014.80548  17.7
2014.80822  23.3
2014.81096  36.7
2014.81370  11.7
2014.81644   3.0
2014.81918  25.0
2014.82192  25.4
2014.82466  29.3
2014.82740  27.8
2014.83014 106.3
2014.83288  45.0
2014.83562  15.4
2014.83836  32.9
2014.84110  24.3
2014.84384  21.0
2014.84658  31.4
2014.84932  20.2
2014.85205   1.3
2014.85479   1.7
2014.85753  39.7
2014.86027  11.5
2014.86301  29.6
2014.86575  36.4
2014.86849  36.9
2014.87123  15.4
2014.87397  14.5
2014.87671  18.8
2014.87945  21.6
2014.88219  17.8
2014.88493   5.1
2014.88767  41.1
2014.89041  16.4
2014.89315  10.4
2014.89589  19.0
2014.89863  24.1
2014.90137  19.9
2014.90411  23.5
2014.90685  28.5
2014.90959  30.4
2014.91233  16.6
2014.91507  18.8
2014.91781  19.6
2014.92055  21.0
2014.92329  10.9
2014.92603  17.1
2014.92877  21.6
2014.93151  21.4
2014.93425  18.6
2014.93699  19.1
2014.93973  17.9
2014.94247  42.9
2014.94521  20.9
2014.94795   9.7
2014.95068   0.0
2014.95342  21.0
2014.95616  19.4
2014.95890  19.1
2014.96164  30.4
2014.96438  21.9
2014.96712   8.4
2014.96986   3.5
2014.97260  21.3
2014.97534  21.3
2014.97808  10.7
2014.98082  18.9
2014.98356 102.8
2014.98630 102.5
2014.98904  13.3
2014.99178  25.9
2014.99452  24.4
2014.99726   9.5
2015.00000  12.3
2015.00274   9.8
2015.00548  17.6
2015.00822  21.7
2015.01096  13.9
2015.01370 231.9
2015.01644  20.1
2015.01918  23.0
2015.02192  32.1
2015.02466  12.4
2015.02740  29.3
2015.03014  21.3
2015.03288  24.3
2015.03562  19.4
2015.03836  24.2
2015.04110  22.2
2015.04384   0.0
2015.04658  14.0
2015.04932  26.3
2015.05205  25.5
2015.05479  23.4
2015.05753  35.3
2015.06027  41.9
2015.06301   1.8
2015.06575   7.9
2015.06849  24.0
2015.07123  21.8
2015.07397  20.2
2015.07671  45.1
2015.07945  20.2
2015.08219  44.3
2015.08493  29.2
2015.08767  29.1
2015.09041  37.5
2015.09315  18.7
2015.09589  21.5
2015.09863  27.3
2015.10137  11.4
2015.10411  34.4
2015.10685  24.8
2015.10959  25.4
2015.11233   0.0
2015.11507  46.9
2015.11781  12.5
2015.12055 203.1
2015.12329  17.0
2015.12603  24.3
2015.12877  25.7
2015.13151  30.1
2015.13425  24.4
2015.13699   0.0
2015.13973  62.1
2015.14247  33.8
2015.14521  21.9
2015.14795  22.5
2015.15068  29.9
2015.15342  35.5
2015.15616  25.0
2015.15890  10.6
2015.16164  11.2
2015.16438  20.1
2015.16712  19.9
2015.16986  22.0
2015.17260  25.2
2015.17534  21.5
2015.17808   2.2
2015.18082  24.6
2015.18356  22.1
2015.18630  29.9
2015.18904  40.9
2015.19178  46.7
2015.19452  36.3
2015.19726  22.5
2015.20000  12.2
2015.20274  25.1
2015.20548  21.3
2015.20822  25.0
2015.21096  46.0
2015.21370  20.6
2015.21644  39.4
2015.21918   0.0
2015.22192  19.2
2015.22466  65.4
2015.22740  44.2
2015.23014  30.7
2015.23288  39.1
2015.23562  21.1
2015.23836 150.0
2015.24110  32.4
2015.24384  32.4
2015.24658  22.3
2015.24932  54.2
2015.25205  49.9
2015.25479  33.9
2015.25753  18.7
2015.26027 244.9
2015.26301  66.2
2015.26575  39.4
2015.26849  47.8
2015.27123  31.8
2015.27397  26.3
2015.27671  17.8
2015.27945  21.9
2015.28219  41.9
2015.28493  29.4
2015.28767  19.3
2015.29041  16.7
2015.29315  29.9
2015.29589  17.6
2015.29863  27.7
2015.30137  33.3
2015.30411  28.2
2015.30685  12.2
2015.30959  21.1
2015.31233  27.0
2015.31507  12.8
2015.31781  21.9
2015.32055  85.3
2015.32329  22.8
2015.32603  30.2
2015.32877  32.4
2015.33151  18.4
2015.33425  16.3
2015.33699  23.9
2015.33973  31.5
2015.34247  18.5
2015.34521  21.5
2015.34795  60.5
2015.35068  21.8
2015.35342  20.0
2015.35616  34.8
2015.35890   0.0
2015.36164  37.4
2015.36438  24.5
2015.36712  39.5
2015.36986 102.0
2015.37260  23.5
2015.37534  19.2
2015.37808   2.1
2015.38082   0.0
2015.38356   0.0
2015.38630   0.0
2015.38904   0.0
2015.39178   9.9
2015.39452  53.4
2015.39726   0.0
2015.40000  28.4
2015.40274  29.4
2015.40548  29.0
2015.40822   4.1
2015.41096   0.0
2015.41370  26.6
2015.41644  30.9
2015.41918 151.9
2015.42192   0.0
2015.42466   0.0
2015.42740   0.0
2015.43014 209.2
2015.43288  43.4
2015.43562  20.3
2015.43836   0.0
2015.44110   0.0
2015.44384  34.4
2015.44658   6.9
2015.44932  97.0
2015.45205  33.1
2015.45479  18.9
2015.45753  47.8
2015.46027   0.0
2015.46301  21.0
2015.46575  23.0
2015.46849 288.8
2015.47123  16.7
2015.47397  26.7
2015.47671   0.0
2015.47945  22.0
2015.48219  15.9
2015.48493   0.0
2015.48767  25.8
2015.49041  20.7
2015.49315  21.5
2015.49589  23.9
2015.49863  22.9
2015.50137 278.8
2015.50411  47.9
2015.50685  48.0
2015.50959  20.6
2015.51233  24.6
2015.51507  23.9
2015.51781  31.8
2015.52055  36.0
2015.52329  14.7
2015.52603  28.4
2015.52877  50.5
2015.53151  23.3
2015.53425  12.5
2015.53699  45.3
2015.53973 282.1
2015.54247  81.5
2015.54521  42.9
2015.54795  10.4
2015.55068   9.3
2015.55342  21.4
2015.55616  11.5
2015.55890  12.4
2015.56164  21.9
2015.56438 158.6
2015.56712  23.7
2015.56986  11.5
2015.57260  22.8
2015.57534  37.0
2015.57808 218.8
2015.58082   5.3
2015.58356  68.7
2015.58630  28.7
2015.58904  29.4
2015.59178  23.4
2015.59452  19.8
2015.59726  46.6
2015.60000 243.5
2015.60274   0.0
2015.60548  20.0
2015.60822  21.5
2015.61096  25.6
2015.61370  23.3
2015.61644  22.3
2015.61918  22.2
2015.62192  29.7
2015.62466  33.5
2015.62740  36.3
2015.63014  37.6
2015.63288   0.0
2015.63562   0.0
2015.63836  13.6
2015.64110  48.6
2015.64384  24.6
2015.64658  20.4
2015.64932  33.8
2015.65205  25.3
2015.65479   0.0
2015.65753   0.0
2015.66027   0.0
2015.66301  22.9
2015.66575  27.4
2015.66849  19.6
2015.67123  21.3
2015.67397  46.1
2015.67671  25.8
2015.67945   3.1
2015.68219  23.5
2015.68493  16.7
2015.68767  26.9
2015.69041  16.3
2015.69315   8.2
2015.69589  25.9
2015.69863 298.7
2015.70137  23.7
2015.70411  13.5
2015.70685  25.7
2015.70959  14.9
2015.71233  15.0
2015.71507  23.0
2015.71781  36.2
2015.72055  20.0
2015.72329  24.9
2015.72603  21.5
2015.72877  11.2
2015.73151  30.6
2015.73425   5.4
2015.73699 178.0
2015.73973  21.9
2015.74247  20.9
2015.74521  21.9
2015.74795  23.5
2015.75068  34.3
2015.75342 341.4
2015.75616   0.0
2015.75890  20.5
2015.76164  17.6
2015.76438  20.1
2015.76712  19.7
2015.76986  21.2
2015.77260   7.4
2015.77534  25.0
2015.77808  15.5
2015.78082   0.0
2015.78356  13.4
2015.78630  20.2
2015.78904  50.9
2015.79178  21.3
2015.79452   0.0
2015.79726  20.1
2015.80000  21.7
2015.80274  37.3
2015.80548  19.3
2015.80822  41.7
2015.81096  17.3
2015.81370   5.2
2015.81644   0.0
2015.81918   0.0
2015.82192   0.0
2015.82466   0.0
2015.82740   0.0
2015.83014   0.0
2015.83288   0.0
2015.83562   0.0
2015.83836   0.0
2015.84110   5.2
2015.84384   0.0
2015.84658  10.1
2015.84932  18.4
2015.85205   0.0
2015.85479  25.3
2015.85753  26.5
2015.86027   4.8
2015.86301  22.0
2015.86575  26.4
2015.86849   0.0
2015.87123   0.0
2015.87397  23.4
2015.87671  20.8
2015.87945  20.8
2015.88219  20.2
2015.88493  32.4
2015.88767  11.1
2015.89041  11.2
2015.89315  19.5
2015.89589  21.5
2015.89863  22.5
2015.90137  22.4
2015.90411  27.6
2015.90685  45.5
2015.90959 185.3
2015.91233  19.5
2015.91507  30.6
2015.91781  30.0
2015.92055  15.8
2015.92329  19.6
2015.92603   0.0
2015.92877   3.0
2015.93151  27.9
2015.93425  18.6
2015.93699  18.6
2015.93973  48.4
2015.94247  33.2
2015.94521   8.1
2015.94795   0.0
2015.95068  37.2
2015.95342  30.0
2015.95616  18.9
2015.95890  30.4
2015.96164  41.3
2015.96438   0.0
2015.96712  48.4
2015.96986  53.2
2015.97260  37.6
2015.97534 152.4
2015.97808   9.1
2015.98082   0.0
2015.98356   0.0
2015.98630 152.5
2015.98904  38.2
2015.99178   0.0
2015.99452   0.0
2015.99726   0.0
2016.00000   0.0
2016.00273   3.2
2016.00546 247.9
2016.00820  21.8
2016.01093  27.0
2016.01366   7.0
2016.01639   0.0
2016.01913   0.0
2016.02186  24.8
2016.02459   1.8
2016.02732  19.7
2016.03005  30.5
2016.03279  24.5
2016.03552  19.9
2016.03825  25.7
2016.04098   0.0
2016.04372   0.0
2016.04645   0.0
2016.04918  19.5
2016.05191  25.6
2016.05464  19.2
2016.05738  24.4
2016.06011  28.7
2016.06284  13.7
2016.06557  18.9
2016.06831  28.6
2016.07104  31.0
2016.07377  30.0
2016.07650  37.7
2016.07923  21.3
2016.08197  12.7
2016.08470  28.2
2016.08743  22.0
2016.09016  24.2
2016.09290  25.8
2016.09563  22.5
2016.09836   5.2
2016.10109  11.4
2016.10383  28.0
2016.10656  36.7
2016.10929  22.2
2016.11202  26.6
2016.11475  43.1
2016.11749  59.3
2016.12022  22.9
2016.12295  20.7
2016.12568  28.9
2016.12842  30.5
2016.13115  49.6
2016.13388  34.1
2016.13661   1.7
2016.13934  27.2
2016.14208  19.9
2016.14481  27.8
2016.14754  26.5
2016.15027  17.9
2016.15301  24.0
2016.15574 225.2
2016.15847   3.6
2016.16120  19.5
2016.16393  22.9
2016.16667  30.9
2016.16940 280.0
2016.17213  24.4
2016.17486   0.0
2016.17760   7.8
2016.18033  41.6
2016.18306  24.0
2016.18579  21.2
2016.18852  35.9
2016.19126  27.6
2016.19399   5.7
2016.19672 230.0
2016.19945  17.6
2016.20219  32.7
2016.20492  23.9
2016.20765  19.5
2016.21038  22.0
2016.21311   9.1
2016.21585   2.7
2016.21858  23.9
2016.22131  38.3
2016.22404  20.0
2016.22678 220.7
2016.22951  25.8
2016.23224  10.5
2016.23497  12.0
2016.23770   7.6
2016.24044  28.1
2016.24317  37.3
2016.24590 191.9
2016.24863  24.4
2016.25137  33.4
2016.25410 234.5
2016.25683  15.7
2016.25956   0.0
2016.26230   0.0
2016.26503   0.0
2016.26776  27.0
2016.27049  36.5
2016.27322   2.4
2016.27596  35.8
2016.27869  18.9
2016.28142  24.3
2016.28415  52.5
2016.28689  24.5
2016.28962 224.6
2016.29235  73.6
2016.29508  27.7
2016.29781  21.3
2016.30055  26.2
2016.30328  38.4
2016.30601  51.7
2016.30874  32.3
2016.31148   4.0
2016.31421  20.9
2016.31694  36.3
2016.31967  20.4
2016.32240  35.8
2016.32514  37.7
2016.32787  13.8
2016.33060   2.7
2016.33333  20.5
2016.33607   2.7
2016.33880  24.9
2016.34153  35.3
2016.34426  37.1
2016.34699   1.6
2016.34973   0.0
2016.35246  38.3
2016.35519  23.5
2016.35792  38.7
2016.36066  47.2
2016.36339 154.5
2016.36612   0.0
2016.36885 138.5
2016.37158  38.1
2016.37432  23.2
2016.37705  33.1
2016.37978  32.6
2016.38251  41.0
2016.38525   0.0
2016.38798   0.0
2016.39071  42.4
2016.39344  19.7
2016.39617 406.8
2016.39891   0.0
2016.40164   0.0
2016.40437   0.0
2016.40710 346.0
2016.40984  41.7
2016.41257  19.4
2016.41530  19.1
2016.41803  36.8
2016.42077  29.8
2016.42350  12.3
2016.42623   0.0
2016.42896  35.7
2016.43169  16.8
2016.43443  23.3
2016.43716  32.7
2016.43989  26.6
2016.44262  35.0
2016.44536 304.2
2016.44809  36.5
2016.45082  21.8
2016.45355  18.2
2016.45628  31.9
2016.45902  21.6
2016.46175   2.8
2016.46448 211.1
2016.46721  34.7
2016.46995  20.3
2016.47268  20.2
2016.47541  33.1
2016.47814  45.8
2016.48087   1.2
2016.48361   1.5
2016.48634  34.8
2016.48907   9.4
2016.49180   0.0
2016.49454   0.0
2016.49727   0.0
2016.50000   0.0
2016.50273   0.0
2016.50546   0.0
2016.50820   0.0
2016.51093   0.0
2016.51366   0.0
2016.51639   0.0
2016.51913   5.2
2016.52186 334.8
2016.52459  23.9
